,address_code,lat,lon,Senate_District,Assembly_District,County,Zip_Code,Website,Name,Legislation,Phone,Address,Membership Status
176,260%20broadway%20%23%202%2C%20brooklyn%2C%20ny%2011211,40.7088316,-73.9595169,18.0,50.0,Kings County,11211.0,www.bka.org,Brooklyn Legal Services Corporation A,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",718-487-2300,"260 Broadway # 2, Brooklyn, NY 11211",['Coalition Member']
177,117-35%20235th%20street%2C%20cambria%20heights%2C%20ny%2011411,40.689863,-73.727502,14.0,33.0,Queens County,11411.0,https://saintdavidsepiscopal.com/,St. David's Episcopal Church,['Statewide Right to Counsel'],718-528-2095,"117-35 235th Street, Cambria Heights, NY 11411",['Supporter']
178,yonkers%2C%20ny,,,,,,,https://www.lhvdsa.org/,Lower Hudson Valley Democratic Socialists of America,['Statewide Right to Counsel'],,"Yonkers, NY",['Endorser']
179,235%20w%2023rd%20st%2C%20new%20york%2C%20ny%2010011,40.7447425,-73.9967747,47.0,75.0,New York County,10011.0,www.nyycl.org,New York Young Communist League,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",212-741-2016,"235 W 23rd St, New York, NY 10011",['Coalition Member']
180,7%20marcus%20garvey%20blvd%2C%20brooklyn%2C%20ny%2011206,40.6998011,-73.9412448,25.0,56.0,Kings County,11206.0,www.cuffh.org,Churches United For Fair Housing,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",718-360-2906,"7 Marcus Garvey Blvd, Brooklyn, NY 11206",['Campaign Member']
181,hudson%20valley%2C%20ny%2C%20usa,41.88982285,-74.0149535616075,41.0,103.0,Ulster County,12401.0,https://www.vocal-ny.org/chapter/hudson-valley/,VOCAL-NY - Hudson Valley,['Statewide Right to Counsel'],718-802-9540,"Hudson Valley, NY, USA",['Endorser']
182,215%20west%20125th%20street%2C%204th%20floor%2C%20new%20york%2C%20ny%2010027,40.8094195,-73.9488561,30.0,70.0,New York County,10027.0,https://cbmanhattan.cityofnewyork.us/cb10/,Manhattan Community Board 10,['Statewide Right to Counsel'],212-749-3105,"215 West 125th Street, 4th Floor, New York, NY 10027",['Endorser']
183,429%20plymouth%20ave%20suite%201%2C%20ground%20floor%2C%20buffalo%2C%20ny%2014213,42.9093004,-78.8919879,63.0,149.0,Erie County,14213.0,www.pushbuffalo.org,PUSH Buffalo,['Statewide Right to Counsel'],716-884-0356,"429 Plymouth Ave Suite 1, Ground Floor, Buffalo, NY 14213",['Endorser']
184,290%20main%20street%2C%20suite%20400%2C%20buffalo%2C%20ny%2014202,42.8821137,-78.875838,63.0,141.0,Erie County,14202.0,https://legalaidbuffalo.org/,"Legal Aid Bureau of Buffalo, Inc.",['Statewide Right to Counsel'],716-853-9555,"290 Main Street, Suite 400, Buffalo, NY 14202",['Endorser']
185,33%20w%20main%20st%20suite%20404%2C%20elmsford%2C%20ny%2010523,41.0571232,-73.8235661,35.0,92.0,Westchester County,10523.0,http://programdesign.com/index.php?page=who-pdd-is,"Program Design and Development, LLC",['Statewide Right to Counsel'],914-592-1272,"33 W Main St suite 404, Elmsford, NY 10523",['Endorser']
186,westchester%20county%2C%20ny,41.031235,-73.759928,37.0,93.0,Westchester County,10605.0,https://www.dc37.net/benefits/MELS,District Council 37 Municipal Employees Legal Services (DC37) - Westchester,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",212-815-1111,"Westchester County, NY",['Coalition Member']
187,305%207th%20ave.%2C%207th%20floor%2C%20new%20york%2C%20ny%2010001,40.74674769230769,-73.99359361538461,28.0,75.0,New York County,10001.0,https://workersunitednynj.org/about/,Workers United NY NJ Regional Joint Board,['Statewide Right to Counsel'],212-475-3131,"305 7th Ave., 7th Floor, New York, NY 10001",['Endorser']
188,201%20w%2013th%20st%2C%20new%20york%2C%20ny%2010011,40.7381368,-74.0005681,47.0,66.0,New York County,10011.0,https://www.churchofthevillage.org/,Church of the Village (NYC),['Statewide Right to Counsel'],212-243-5470,"201 W 13th St, New York, NY 10011",['Supporter']
189,buffalo%2C%20ny%2C%20usa,,,,,,,https://www.vocal-ny.org/chapter/buffalo/,VOCAL-NY - Buffalo,['Statewide Right to Counsel'],718-802-9540,"Buffalo, NY, USA",['Endorser']
190,103%20e%20196th%20st%2C%20bronx%2C%20ny%2010468,40.86838979591836,-73.89394373469388,33.0,78.0,Bronx County,10468.0,www.northwestbronx.org,Northwest Bronx Community & Clergy,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",718-584-0515,"103 E 196th St, Bronx, NY 10468",['Coalition Member']
191,1050%20east%20ave%2C%20rochester%2C%20ny%2014607,43.151003,-77.5760248,55.0,138.0,Monroe County,14607.0,https://asburyfirst.org/,Asbury First United Methodist Church,['Statewide Right to Counsel'],585-271-1050,"1050 East Ave, Rochester, NY 14607",['Supporter']
192,387%202nd%20ave%20%23608%2C%20new%20york%2C%20ny%2010010,40.73769581818181,-73.98116845454545,59.0,74.0,New York County,10010.0,www.moderncourts.org,The Fund For Modern Courts,['Statewide Right to Counsel'],212-541-6741,"387 2nd Ave #608, New York, NY 10010",['Endorser']
193,1616%20newkirk%20ave%2C%20brooklyn%2C%20ny%2011226,40.63597930612245,-73.96218312244898,21.0,42.0,Kings County,11226.0,https://flatbushpower.org/,Flatbush Tenant Coalition,"['Statewide Right to Counsel', 'Clean Hands', 'Winter Eviction Moratorium', 'Defend Right to Counsel']",718-635-2623,"1616 Newkirk Ave, Brooklyn, NY 11226",['Coalition Member']
194,70-35%20112th%20st%2C%20queens%2C%20ny%2011375,40.7233409,-73.83916533108979,14.0,27.0,Queens County,11375.0,https://www.presbyfh.org/,First Presbyterian Church of Forest Hills New York,['Statewide Right to Counsel'],718-268-4036,"70-35 112th St, Queens, NY 11375",['Supporter']
195,165%20w%20105th%20st%2C%20new%20york%2C%20ny%2010025,40.7996733,-73.9657257,30.0,69.0,New York County,10025.0,www.iahh.org,Interfaith Assembly On Homelessness and Housing,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",212-316-3171,"165 W 105th St, New York, NY 10025",['Coalition Member']
196,361%20main%20st%2C%20catskill%2C%20ny%2012414,42.2184437,-73.8654031,41.0,102.0,Greene County,12414.0,https://www.hudsoncatskillhousing.org/,Hudson Catskill Housing Coalition,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",518-291-9415,"361 Main St, Catskill, NY 12414",['Campaign Member']
197,1090%20suffolk%20avenue%2C%20brentwood%2C%20ny%2011717,40.7849032,-73.2294168,4.0,6.0,Suffolk County,11717.0,https://maketheroadny.org/,Make the Road New York - Long Island,['Statewide Right to Counsel'],631-231-2220,"1090 Suffolk Avenue, Brentwood, NY 11717",['Endorser']
198,125%20broad%20st%2019th%20floor%2C%20new%20york%2C%20ny%2010004,40.7022081,-74.0101113,27.0,61.0,New York County,10004.0,https://www.nyclu.org/,New York Civil Liberties Union (NYCLU),['Statewide Right to Counsel'],212-607-3300,"125 Broad St 19th floor, New York, NY 10004",['Endorser']
199,470%20mamaroneck%20ave%2C%20white%20plains%2C%20ny%2010605,41.0226218,-73.7601182,37.0,88.0,Westchester County,10605.0,www.wca4kids.org,Westchester Children's Association,['Statewide Right to Counsel'],914-946-7676,"470 Mamaroneck Ave, White Plains, NY 10605",['Endorser']
200,suffolk%20county%2C%20ny,40.76554295,-73.0182775734162,3.0,7.0,Suffolk County,11772.0,https://www.dc37.net/benefits/MELS,District Council 37 Municipal Employees Legal Services (DC37) - Suffolk,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",212-815-1111,"Suffolk County, NY",['Coalition Member']
201,syracuse%2C%20ny,,,,,,,https://syracusedsa.org/contact/,Syracuse Democratic Socialists of America,['Winter Eviction Moratorium'],,"Syracuse, NY",['Endorser']
202,42%20west%2044th%20street%2C%20new%20york%2C%20ny%2010036,40.75528641666666,-73.9813595,28.0,75.0,New York County,10036.0,https://www.citybarjusticecenter.org/,City Bar Justice Center,['Statewide Right to Counsel'],212-626-7383,"42 West 44th Street, New York, NY 10036",['Supporter']
203,new%20york%2C%20new%20york,,,,,,,https://housingcourtanswers.org/,Housing Court Answers,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",212-962-4795,"New York, New York",['Coalition Member']
204,106%20w%20145th%20st%2C%20new%20york%2C%20ny%2010039,40.820492061224485,-73.93657904081633,30.0,71.0,New York County,10030.0,https://nationalactionnetwork.net/,National Action Network,"['Statewide Right to Counsel', 'Winter Eviction Moratorium', 'Clean Hands', 'Defend Right to Counsel']",212-690-3070,"106 W 145th St, New York, NY 10039",['Coalition Member']
205,2005%20palmer%20ave%20%231122%2C%20larchmont%2C%20ny%2010538,40.9306719,-73.7618804,37.0,91.0,Westchester County,10538.0,https://www.wjci.org/,Westchester Jewish Coalition for Immigration,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",,"2005 Palmer Ave #1122, Larchmont, NY 10538",['Campaign Member']
206,100%20pearl%20st%2019th%20floor%2C%20new%20york%2C%20ny%2010004,40.704856,-74.008707,27.0,65.0,New York County,10005.0,www.nylag.org,New York Legal Assistance Group,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",212-613-5000,"100 Pearl St 19th floor, New York, NY 10004",['Coalition Member']
207,919%203rd%20ave%2C%20new%20york%2C%20ny%2010022,40.7585412,-73.967277,28.0,73.0,New York County,10022.0,www.aarp.org,AARP,['Statewide Right to Counsel'],212-319-5294,"919 3rd Ave, New York, NY 10022",['Endorser']
208,119%20washington%20avenue%2C%20albany%2C%20ny%2012210,42.6555383,-73.7599188,46.0,109.0,Albany County,12210.0,https://empirejustice.org/,Empire Justice Center - Albany,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",518-462-6831 ,"119 Washington Avenue, Albany, NY 12210",['Campaign Member']
209,1012%208th%20ave%2C%20brooklyn%2C%20ny%2011215,40.66504663265306,-73.9799382857143,20.0,44.0,Kings County,11215.0,https://churchofgethsemane.org/,The Church of Gethsemane,['Statewide Right to Counsel'],718-499-6704,"1012 8th Ave, Brooklyn, NY 11215",['Supporter']
210,121-18%20liberty%20ave%2C%20south%20richmond%20hill%2C%20ny%2011419,40.687039,-73.821751,15.0,24.0,Queens County,11419.0,www.chhayacdc.org,Chhaya CDC Richmond Hill Center,['Statewide Right to Counsel'],718-374-3371,"121-18 Liberty Ave, South Richmond Hill, NY 11419",['Supporter']
211,318%20west%20118%20street%2C%20new%20york%2C%20ny%2C%20united%20states,40.806045,-73.955445,30.0,70.0,New York County,10026,,NY Council of Housing Development Fund Companies,['Winter Eviction Moratorium'],,"318 West 118 Street, New York, NY, United States",['Endorser']
212,302%20centre%20dr.%2C%20albany%2C%20ny%2012203.,42.6912785,-73.8601122,46.0,109.0,Albany County,12203,https://www.facebook.com/profile.php?id=100064544210388,Solidarity Committee of the Capital District,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",,"302 Centre Dr., Albany, NY 12203.",['Campaign Member']
213,p.o.%20box%203821%2C%20albany%20ny%2012203,,,,,,,https://capitaldistrictdsa.org/,Capital District Democratic Socialists of America,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",,"P.O. Box 3821, Albany NY 12203",['Campaign Member']
214,37-24%2024th%20street%2C%20queens%2C%20ny%2011101,40.75677,-73.9362399,59,36,Queens County,11101,https://www.instagram.com/astoriatenantunion/?hl=en,Astoria Tenants Union,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",,"37-24 24th Street, Queens, NY 11101",['Campaign Member']
215,558%20capp%20street%2C%20san%20francisco%2C%20ca%2094110,37.75776942857143,-122.4179800612245,,,,,https://antievictionmap.com/?category=New+York+City,Anti-Eviction Mapping Project,['Statewide Right to Counsel'],,"558 Capp Street, San Francisco, CA 94110",['Endorser']
216,52%20james%20st%20suite%204%2C%20albany%2C%20ny%2012207,42.6517882,-73.7503882,46,109,Albany County,12207,https://www.facebook.com/p/WE-ARE-Revolutionary-100088280496001/,We Are Revolutionary,"['Statewide Right to Counsel', 'Clean Hands', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",838-217-0254,"52 James St Suite 4, Albany, NY 12207",['Campaign Member']
217,233%20e%20washington%20st%2C%20syracuse%2C%20ny%2013202,43.04961,-76.149154,48,129,Onondaga County,13202,https://www.syracusetenantsunion.com/about,Syracuse Tenant Union,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",315-308-0130,"233 E Washington St, Syracuse, NY 13202",['Campaign Member']
218,19%20court%20street%2C%20suite%20305%20white%20plains%2C%20ny%2010601,41.0320414,-73.7673361,37,93,Westchester County,10601,https://www.instagram.com/rtcwestchester/?hl=en,Westchester Right to Counsel Coalition,['Statewide Right to Counsel'],,"19 Court Street, Suite 305 White Plains, NY 10601",['Endorser']
219,753%20onderdonk%20ave%2C%20queens%2C%20ny%2011385,40.7032422,-73.9057584,12,37,Queens County,11385,https://www.ridgewoodtenantsunion.org/,Ridgewood Tenants Union,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",732-835-2344,"753 Onderdonk Ave, Queens, NY 11385",['Coalition Member']
220,%20crane%20branch%20library%20633%20elmwood%20ave%2C%20buffalo%2C%20ny%2014222,42.9143726,-78.87676635093311,61,149,Erie County,14222,https://buffalo-dsa.org/,Buffalo Democratic Socialists of America,['Statewide Right to Counsel'],," Crane Branch Library 633 Elmwood Ave, Buffalo, NY 14222",['Endorser']
221,740%20w%20boston%20post%20rd%2C%20mamaroneck%2C%20ny%2010543,40.9430944418923,-73.7401340567391,37,91,Westchester County,10543,https://mcah.squarespace.com/,Mamaroneck Coalition for Affordable Housing,"['Winter Eviction Moratorium', 'Statewide Right to Counsel']",,"740 W Boston Post Rd, Mamaroneck, NY 10543",['Endorser']
222,3750%20meadow%20ln%20%20shrub%20oak%2C%20ny%2010588,41.3334548,-73.8250001,40,95,Westchester County,10588,https://www.lhvdsa.org/,Lower Hudson Valley Democratic Socialists of America,['Statewide Right to Counsel'],,"3750 Meadow Ln  Shrub Oak, NY 10588",['Endorser']
223,%201%20helen%20keller%20way%2C%20hempstead%2C%20ny%2011550%2C%20usa%205th%20floor,40.708372,-73.622608,6,18,Nassau County,11550,https://nylscoalition.org/,New York Legal Services Coalition,['Statewide Right to Counsel'],315-572-0373 ," 1 Helen Keller Way, Hempstead, NY 11550, USA 5th Floor",['Endorser']
224,public%20justice%20center%2C%20201%20north%20charles%20st%20suite%201200%2C%20baltimore%2C%20md%2C%20united%20states%2C%20maryland,39.29132545,-76.61496860367517,,,,,http://civilrighttocounsel.org/about,National Coalition for a Civil Right to Counsel,['Statewide Right to Counsel'],,"Public Justice Center, 201 North Charles St Suite 1200, Baltimore, MD, United States, Maryland",['Endorser']
225,5743%20widewaters%20pkwy%20unit%20400%2C%20dewitt%2C%20ny%2013214%2C%20usa,43.04788680883273,-76.06319009534505,50,128,Onondaga County,13214,https://syracusedsa.org/contact/,Syracuse Democratic Socialists of America,['Winter Eviction Moratorium'],,"5743 Widewaters Pkwy Unit 400, Dewitt, NY 13214, USA",['Endorser']
226,125%20maiden%20lane%2C%203rd%20floor%2C%20new%20york%2C%20ny%2010038%2C%20united%20states,40.70652,-74.00636242857142,27,65,New York County,10038,https://housingcourtanswers.org/,Housing Court Answers,"['Clean Hands', 'Statewide Right to Counsel', 'Defend Right to Counsel', 'Winter Eviction Moratorium']",212-962-4795,"125 Maiden Lane, 3rd Floor, New York, NY 10038, United States",['Coalition Member']
